Instruction_id,category,selfdialog_norm
restaurant-table,0,restauranttable
auto-repair-appt-1,5,get appointment get truck fixed please would like done id like intelligent auto issue truck brakes need changing name would like put hindershot please phone number put would nice great model truck chevrolet c okay get tomorrow afternoon pm id like bring morning okay leave anytime sounds fine anything else help finished ready end day tomorrow sounds fantastic thank welcome
movie-tickets-1,1,hi id like get tickets roma tonight ok town manhattan theatre ifc theatre many tickets two time pm screening ok hang moment problem im ordering account yes perfect processing ok ill hang order complete get tickets tickets sent mobile device text message thanks great night youre welcome
coffee-ordering,4,coffeeordering
auto-repair-appt-1,5,hello need schedule auto appointment sure assist garage want use intelligent auto solutions ok let pull great thanks vehicle mistubishi year model mirage thank putting name sara yes phone number want list great exactly problem youre making constant high pitched squealing noise thats really concerning ok ill put want get today possible next appointment available tomorrow wow early anything later pm perfect ok scheduled intelligent auto solutions tomorrow pm youre taking mitusbishi mirage due constant high pitched squealing noise concerning phone number listed information correct yes thank ok great set tomorrow initial inspection fee anything else assist thats thank
auto-repair-appt-1,5,im car trouble call repair shop make appointment ill call intelligent auto solutions youve please problem power steerings gone car make model jeep grand cherokee great name smith phone number give fit wednesday afternoon need seen immediatly ill see see spot today said come right away theyll take look much initialestimate dollars wow okay confirm bring jeep grand cherokee today befroe three power steering pump inspected dollars told reach correct yes im way
restaurant-table,0,restauranttable
uber-lyft,6,uberlyft
movie-tickets-1,1,hi would like book tickets movies sure help many tickets need need ticket friend ok need two tickets movie want see friend looking seeing green book excellent choice would like see movie around walnut creek california ok found green book playing walnut creek california time want see movie want see tonight possible let see looks like playing century walnut creek tonight one would like book lets go ahead book showing ok looks like showing standard screen ok yes standard screen fine tickets showing green book century walnut creek cinema costs would like book tickets yes please book tickets great confirm book tickets green book playing tonight century walnut creek cinema total correct yes correct great gone ahead booked tickets awesome thank tickets sent mobile device text message anything else help good bye
uber-lyft,6,uberlyft
uber-lyft,6,uberlyft
movie-tickets-3,2,hello help order movie tickets absolutely would like see get two tickets star born say around let check see thats playing ok well theater showing north hollywood regency showtime tonight ouch thats good yeah sorry would like try another movie captain marvel anything around time let see captain marvel youve got options good whats howard hughes arclight culver city cinemark playa vista ok actually kid wants see options anywhere ill look ive got arclight santa monica closest unfortunately yes well guess well movie another day cant squeeze right im sorry couldnt help today fault thank checking time good rest day
restaurant-table,0,restauranttable
pizza-ordering,3,pizzaordering
auto-repair-appt-1,5,need book appointment intelligent auto solutions car ok type car mazda kind appointment need make need schedule tire rotation ok schedule rotation name phone number make appointment put milonius k number time would like make appointment need bring pm tomorrow ok ill see thats available thanks looks like dont anything pm tomorrow want make pm tomorrow cant pm ok intelligent auto solutions something available pm day tomorrow work yes fine ok ill book appointment tire rotation intelligent auto solutions day tomorrow pm ok sounds good ive went ahead booked confirmation number fee rotation got thanks questions appointment need change please contact intelligent auto solutions directly
